0,1,2,3,4,5,6,7,8,9,10
Notes,,Initial Note  Balance,,Interest Rate,,Accrual  Method,,Anticipated  Redemption Date,,Final  Maturity Date
Class A notes,,"$668,260,000",,4.83%,,30/360,,"December 20, 2028",,"December 22, 2031"
Class B notes,,"$51,090,000",,5.08%,,30/360,,"December 20, 2028",,"December 22, 2031"
Class C notes,,"$30,650,000",,5.32%,,30/360,,"December 20, 2028",,"December 22, 2031"
Total,,"$750,000,000",,,,,,,,
