0,1,2,3,4,5,6,7,8,9,10,11,12
Payment Date,,0.50%,,1.00%,,1.30%,,1.50%,,1.70%,,2.00%
Closing Date,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"March 21, 2025",,79.41%,,74.72%,,71.52%,,69.15%,,66.42%,,60.60%
"April 21, 2025",,69.21%,,62.33%,,57.65%,,54.20%,,50.25%,,43.00%
"May 21, 2025",,59.06%,,50.11%,,44.04%,,39.57%,,34.50%,,25.85%
"June 21, 2025",,48.97%,,38.05%,,30.67%,,25.26%,,19.16%,,9.16%
"July 21, 2025",,38.94%,,26.17%,,17.56%,,11.27%,,4.24%,,0.00%
"August 21, 2025",,28.98%,,14.46%,,4.71%,,0.00%,,0.00%,,0.00%
"September 21, 2025",,19.07%,,2.93%,,0.00%,,0.00%,,0.00%,,0.00%
"October 21, 2025",,9.22%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"November 21, 2025",,0.00%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
,,,,,,,,,,,,
Weighted Average Life To Maturity (years)(1)(2),,0.41,,0.34,,0.30,,0.28,,0.26,,0.23
Weighted Average Life To Call (years)(1)(3),,0.41,,0.34,,0.30,,0.28,,0.26,,0.23
