0,1,2,3,4,5,6
Payment Date,,Yield Supplement Overcollateralization Amount,,Payment Date,,Yield Supplement Overcollateralization Amount
Closing Date,,"$65,228,449.06",,November 2028,,"$10,661,721.70"
February 2026,,60858420.40,,December 2028,,9822643.94
March 2026,,58726031.65,,January 2029,,9024029.29
April 2026,,56629246.79,,February 2029,,8265694.71
May 2026,,54568459.88,,March 2029,,7546906.47
June 2026,,52543950.50,,April 2029,,6867036.01
July 2026,,50556030.13,,May 2029,,6225703.65
August 2026,,48604966.02,,June 2029,,5622167.29
September 2026,,46690987.28,,July 2029,,5055507.61
October 2026,,44814311.21,,August 2029,,4524732.43
November 2026,,42975133.64,,September 2029,,4028637.29
December 2026,,41173611.17,,October 2029,,3566221.85
January 2027,,39409980.42,,November 2029,,3137073.53
February 2027,,37684449.14,,December 2029,,2740862.80
March 2027,,35997290.53,,January 2030,,2377334.37
April 2027,,34348816.53,,February 2030,,2045980.95
May 2027,,32739381.34,,March 2030,,1745860.56
June 2027,,31169275.90,,April 2030,,1475965.19
July 2027,,29638726.63,,May 2030,,1235372.43
August 2027,,28147944.97,,June 2030,,1022581.07
September 2027,,26697182.52,,July 2030,,835741.37
October 2027,,25286586.28,,August 2030,,672689.02
November 2027,,23916325.13,,September 2030,,531010.22
December 2027,,22586569.30,,October 2030,,408215.54
January 2028,,21297539.85,,November 2030,,303728.94
February 2028,,20049441.16,,December 2030,,217092.45
March 2028,,18842284.28,,January 2031,,147688.13
April 2028,,17676072.92,,February 2031,,94447.31
May 2028,,16550940.18,,March 2031,,55292.96
June 2028,,15467033.84,,April 2031,,28175.13
July 2028,,14424191.96,,May 2031,,11424.77
August 2028,,13422332.86,,June 2031,,2929.33
September 2028,,12461397.35,,July 2031,,0.00
October 2028,,11541237.61,,,,
