0,1,2,3
Appraisal Valuation Summary,Appraisal Valuation Summary,Appraisal Valuation Summary,Appraisal Valuation Summary
Property,Appraised Value,Capitalization Rate,Appraisal Approach
The Aria – Hypothetical Fee Simple,"$6,375,000,000(1)",8.50%,Income Capitalization Approach
The Vdara – Hypothetical Fee Simple,"$657,800,000(1)",7.43%,Income Capitalization Approach
Leased Fee,"$4,450,000,000",5.25%,Income Capitalization Approach
