0,1,2,3
Type/Recipient(1),Amount(1),Source(1),Frequency
Special Servicing Fee / Special Servicer,"With respect to each Serviced Mortgage Loan and the related Serviced Companion Loan that are Specially Serviced Loans (including REO Properties), the product of the monthly portion of the related annual Special Servicing Fee Rate calculated on the Stated Principal Balance of such Specially Serviced Loan.","First, from liquidation proceeds, insurance and condemnation proceeds, and collections in respect of the related Mortgage Loan (and any related Serviced Companion Loan), and then from general collections on deposit in the Collection Account with respect to the other Mortgage Loans.",Monthly
Workout Fee / Special Servicer(2),"With respect to each Serviced Mortgage Loan and the related Serviced Companion Loan that are Corrected Loans, the Workout Fee Rate multiplied by all payments of interest and principal received on such Mortgage Loan and the related Serviced Companion Loan for so long as they remain a Corrected Loan.","Out of each collection of interest, principal, and prepayment consideration received on the related Mortgage Loan (and each related Serviced Companion Loan) and then from general collections on deposit in the Collection Account with respect to the other Mortgage Loans.",Time to time
Liquidation Fee / Special Servicer(2),"With respect to (i) each Serviced Mortgage Loan and the related Serviced Companion Loan that are Specially Serviced Loans for which the special servicer obtains a full, partial or discounted payoff or any liquidation proceeds, insurance proceeds and condemnation proceeds, and (ii) in certain circumstances, each Mortgage Loan repurchased by a mortgage loan seller (or as to which a Loss of Value Payment is made), an amount calculated by application of a Liquidation Fee Rate to the related payment or proceeds (exclusive of default interest).","From any liquidation proceeds, insurance proceeds, condemnation proceeds and any other revenues received with respect to the related Mortgage Loan (and each related Serviced Companion Loan) and then from general collections on deposit in the Collection Account with respect to the other Mortgage Loans.",Time to time
Additional Servicing  Compensation / Master  Servicer and/or Special  Servicer(3),"Modification fees, assumption application fees, defeasance fees, assumption, waiver, consent and earnout fees, late payment charges, default interest, review fees and other similar fees actually collected on the Mortgage Loans (other than a Non-Serviced Mortgage Loan) and any related Serviced Companion Loan and income on the amounts held in certain accounts and certain permitted investments.",Related payments made by borrowers with respect to the related Mortgage Loans and any related Serviced Companion Loan.,Time to time
Certificate Administrator  Fee/ Certificate Administrator,"With respect to each Distribution Date, an amount equal to (i) the product of the monthly portion of the annual Certificate Administrator/Trustee Fee Rate multiplied by the Stated Principal Balance of each Mortgage Loan,",Out of general collections with respect to Mortgage Loans on deposit in the Collection Account or the Distribution Account.,Monthly
