0,1,2,3,4,5,6,7,8,9,10,11,12
Payment Date,,0.50%,,1.00%,,1.30%,,1.50%,,1.70%,,2.00%
Closing Date,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"December 15, 2025",,77.55%,,72.41%,,68.89%,,66.28%,,63.26%,,57.66%
"January 15, 2026",,66.42%,,58.89%,,53.74%,,49.93%,,45.55%,,38.18%
"February 15, 2026",,55.35%,,45.55%,,38.86%,,33.92%,,28.29%,,19.21%
"March 15, 2026",,44.35%,,32.39%,,24.25%,,18.26%,,11.48%,,0.73%
"April 15, 2026",,33.42%,,19.42%,,9.91%,,2.94%,,0.00%,,0.00%
"May 15, 2026",,22.54%,,6.63%,,0.00%,,0.00%,,0.00%,,0.00%
"June 15, 2026",,11.74%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"July 15, 2026",,1.00%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"August 15, 2026",,0.00%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
,,,,,,,,,,,,
Weighted Average Life To Maturity (years)(1)(2),,0.35,,0.29,,0.25,,0.23,,0.22,,0.19
Weighted Average Life To Call (years)(1)(3),,0.35,,0.29,,0.25,,0.23,,0.22,,0.19
