0,1,2,3,4,5,6,7
Class A-1 Notes,,,,,,$,340000000.0
Class A-2-A Notes,,,},,,$,550800000.0
Class A-2-B Notes,,,},,,$,550800000.0
Class A-3 Notes,,,,,,$,550800000.0
Class A-4 Notes,,,,,,$,79630000.0
Class B Notes,,,,,,$,29540000.0
Class C Notes,,,,,,$,49230000.0
Yield Supplement Overcollateralization Amount,,,,,,$,120661721.65
Overcollateralization(2),,,,,,$,41033900.41
Total,,,,,,$,1761695622.06
