0,1,2,3,4
Aggregate Starting Principal Balance,,$,1030588930.99,
Weighted Average Contract Rate(1),,,6.29,%
Range of Contract Rates,,,0.00% to 20.00%,
Weighted Average Remaining Term to Maturity(1),,,61.63 months,
Weighted Average Original Term to Maturity(1),,,68.31 months,
Latest Scheduled Maturity Date,,,"October 6, 2031",
