0,1,2,3
Class of  Certificates,Low Estimate  of  Discount Yield,Base Case  Discount Yield,High Estimate  of  Discount Yield
Class X-A,5.1953%,5.6793%,6.2751%
Class X-B,5.2309%,5.7125%,6.3050%
Class X-D,5.2340%,5.7154%,6.3077%
