0,1,2,3,4,5,6,7,8,9,10
,,,,Initial  Principal  Amount(2)(3),Initial  Principal  Amount(2)(3),,,Interest  Rate,,Final  Scheduled Maturity Date
Class A-1 Notes,,,,$,340000000,,,·%,,"June 15, 2027"
Class A-2-A Notes(4),,},,$,550800000,,,·%  SOFR  Rate +·%(5),,"May 15, 2029"
Class A-2-B Notes(4),,},,$,550800000,,,·%  SOFR  Rate +·%(5),,"May 15, 2029"
Class A-3 Notes,,,,$,550800000,,,·%,,"February 18, 2031"
Class A-4 Notes,,,,$,79630000,,,·%,,"February 17, 2032"
Class B Notes,,,,$,29540000,,,·%,,"February 17, 2032"
Class C Notes,,,,$,49230000,,,·%,,"October 17, 2033"
Total,,,,$,1600000000,,,,,
