0,1,2,3,4,5,6,7,8,9,10,11,12
,,Gross Charge-off  Current Period,Gross Charge-off  Current Period,,,Recoveries,,Net Charge-off,,Cumulative Net  Charge-off,Cumulative Net  Charge-off,
24-Mar,,$,34717.11,,,"($1,084.14)",,"$33,632.97",,,0.00,%(2)
24-Apr,,$,227194.50,,,"($3,365.85)",,"$223,828.65",,,0.01,%
24-May,,$,784637.45,,,"($103,163.64)",,"$681,473.81",,,0.05,%
24-Jun,,$,1124955.14,,,"($217,715.24)",,"$907,239.90",,,0.10,%
24-Jul,,$,948445.94,,,"($323,944.20)",,"$624,501.74",,,0.14,%
24-Aug,,$,1487661.95,,,"($437,806.34)",,"$1,049,855.61",,,0.19,%
24-Sep,,$,1340853.53,,,"($399,272.41)",,"$941,581.12",,,0.25,%
24-Oct,,$,1271956.37,,,"($729,648.75)",,"$542,307.62",,,0.28,%
24-Nov,,$,1304629.63,,,"($549,499.70)",,"$755,129.93",,,0.32,%
24-Dec,,$,1439550.92,,,"($358,112.68)",,"$1,081,438.24",,,0.38,%
25-Jan,,$,1226642.28,,,"($670,782.80)",,"$555,859.48",,,0.41,%
25-Feb,,$,1391886.36,,,"($583,900.40)",,"$807,985.96",,,0.45,%
25-Mar,,$,1252094.00,,,"($795,850.27)",,"$456,243.73",,,0.48,%
25-Apr,,$,977842.55,,,"($753,940.65)",,"$223,901.90",,,0.49,%
25-May,,$,1131011.25,,,"($512,318.90)",,"$618,692.35",,,0.52,%
25-Jun,,$,1121337.37,,,"($550,781.09)",,"$570,556.28",,,0.56,%
25-Jul,,$,947381.17,,,"($794,934.37)",,"$152,446.80",,,0.56,%
25-Aug,,$,1151761.29,,,"($545,721.30)",,"$606,039.99",,,0.60,%
25-Sep,,$,1098334.42,,,"($479,197.00)",,"$619,137.42",,,0.63,%
25-Oct,,$,1617866.27,,,"($598,083.08)",,"$1,019,783.19",,,0.69,%
25-Nov,,$,1085137.73,,,"($550,704.30)",,"$534,433.43",,,0.72,%
25-Dec,,$,788142.20,,,"($564,619.04)",,"$223,523.16",,,0.73,%
26-Jan,,$,854308.42,,,"($359,983.59)",,"$494,324.83",,,0.76,%
26-Feb,,$,903662.97,,,"($455,223.55)",,"$448,439.42",,,0.78,%
26-Mar,,$,628160.23,,,"($523,428.77)",,"$104,731.46",,,0.79,%
