0,1,2,3,4,5,6,7,8,9,10,11,12
"Historical Occupancy, ADR, RevPAR(1)","Historical Occupancy, ADR, RevPAR(1)","Historical Occupancy, ADR, RevPAR(1)","Historical Occupancy, ADR, RevPAR(1)","Historical Occupancy, ADR, RevPAR(1)","Historical Occupancy, ADR, RevPAR(1)","Historical Occupancy, ADR, RevPAR(1)","Historical Occupancy, ADR, RevPAR(1)","Historical Occupancy, ADR, RevPAR(1)","Historical Occupancy, ADR, RevPAR(1)","Historical Occupancy, ADR, RevPAR(1)","Historical Occupancy, ADR, RevPAR(1)","Historical Occupancy, ADR, RevPAR(1)"
,Competitive Set(2),Competitive Set(2),Competitive Set(2),Competitive Set(2),Marriott Greensboro Downtown Property,Marriott Greensboro Downtown Property,Marriott Greensboro Downtown Property,Marriott Greensboro Downtown Property,Marriott Greensboro Downtown Property,Penetration Factor,Penetration Factor,Penetration Factor
Year,,Occupancy,ADR,RevPAR,,Occupancy,ADR,RevPAR,,Occupancy,ADR,RevPAR
12/31/2023,,59.5%,$168.02,$100.05,,66.4%,$188.48,$125.22,,111.6%,112.2%,125.2%
12/31/2024,,64.0%,$164.01,$104.92,,66.1%,$191.33,$126.52,,103.4%,116.7%,120.6%
5/31/2025 TTM(3),,64.6%,$162.99,$105.23,,66.3%,$191.94,$127.32,,102.7%,117.8%,121.0%
