0,1,2,3,4
,,,,
AART 2023-1,AART 2023-1,AART 2023-1,AART 2023-1,
Vehicle Make,,Percentage of Aggregate Amount Financed,Percentage of Aggregate Amount Financed,
Chevrolet,,,17.45,%
Ford,,,12.20,%
Ram,,,7.14,%
Jeep,,,7.09,%
Toyota-Scion,,,5.68,%
GMC,,,5.59,%
Honda,,,4.51,%
Nissan,,,4.38,%
Kia,,,3.87,%
Hyundai,,,3.55,%
