0,1,2,3,4,5,6,7,8,9,10,11,12
,,Gross Charge-off Current Period,Gross Charge-off Current Period,,,Recoveries,,Net Charge-off,,Cumulative Net  Charge-off,Cumulative Net  Charge-off,
24-Jul,,$,74481.88,,,"($2,466.84)",,"$72,015.04",,,0.00,%(2)
24-Aug,,$,462136.49,,,"($35,125.57)",,"$427,010.92",,,0.03,%
24-Sep,,$,1293279.71,,,"($154,988.25)",,"$1,138,291.46",,,0.09,%
24-Oct,,$,2106683.31,,,"($424,485.41)",,"$1,682,197.90",,,0.17,%
24-Nov,,$,1512313.69,,,"($487,876.66)",,"$1,024,437.03",,,0.23,%
24-Dec,,$,1644134.25,,,"($628,777.13)",,"$1,015,357.12",,,0.28,%
25-Jan,,$,1909723.80,,,"($562,581.09)",,"$1,347,142.71",,,0.35,%
25-Feb,,$,1710522.81,,,"($656,075.09)",,"$1,054,447.72",,,0.40,%
25-Mar,,$,1292654.14,,,"($1,175,421.05)",,"$117,233.09",,,0.41,%
25-Apr,,$,1269808.41,,,"($877,903.09)",,"$391,905.32",,,0.43,%
25-May,,$,1231653.97,,,"($751,700.33)",,"$479,953.64",,,0.45,%
25-Jun,,$,1488007.70,,,"($723,402.20)",,"$764,605.50",,,0.49,%
25-Jul,,$,1544651.34,,,"($622,599.05)",,"$922,052.29",,,0.54,%
25-Aug,,$,1141848.71,,,"($612,819.95)",,"$529,028.76",,,0.57,%
25-Sep,,$,1417667.47,,,"($512,452.30)",,"$905,215.17",,,0.62,%
25-Oct,,$,1405239.28,,,"($576,412.95)",,"$828,826.33",,,0.66,%
25-Nov,,$,1478613.61,,,"($573,224.99)",,"$905,388.62",,,0.71,%
25-Dec,,$,1435489.91,,,"($749,367.73)",,"$686,122.18",,,0.74,%
26-Jan,,$,1585333.33,,,"($584,763.16)",,"$1,000,570.17",,,0.79,%
26-Feb,,$,1273973.05,,,"($699,867.60)",,"$574,105.45",,,0.82,%
26-Mar,,$,830054.85,,,"($880,480.46)",,"($50,425.61)",,,0.82,%
