0,1,2,3,4,5,6,7,8,9,10,11,12,13
,,,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes,Class A-3 Notes
Payment Date,,,0.00%,,0.50%,,1.00%,,1.30%,,1.50%,,1.80%
Closing Date,,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"August 15, 2025",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"September 15, 2025",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"October 15, 2025",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"November 15, 2025",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"December 15, 2025",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"January 15, 2026",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"February 15, 2026",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"March 15, 2026",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"April 15, 2026",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"May 15, 2026",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"June 15, 2026",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"July 15, 2026",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"August 15, 2026",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"September 15, 2026",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"October 15, 2026",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"November 15, 2026",,,100.00,,100.00,,100.00,,100.00,,100.00,,99.26
"December 15, 2026",,,100.00,,100.00,,100.00,,100.00,,100.00,,91.72
"January 15, 2027",,,100.00,,100.00,,100.00,,100.00,,100.00,,84.42
"February 15, 2027",,,100.00,,100.00,,100.00,,100.00,,94.61,,77.37
"March 15, 2027",,,100.00,,100.00,,100.00,,99.09,,88.13,,70.56
"April 15, 2027",,,100.00,,100.00,,100.00,,92.96,,81.83,,63.98
"May 15, 2027",,,100.00,,100.00,,100.00,,86.97,,75.70,,57.63
"June 15, 2027",,,100.00,,100.00,,97.16,,81.12,,69.74,,51.52
"July 15, 2027",,,100.00,,100.00,,91.57,,75.42,,63.96,,45.63
"August 15, 2027",,,100.00,,100.00,,86.07,,69.85,,58.36,,39.97
"September 15, 2027",,,100.00,,100.00,,80.67,,64.44,,52.94,,34.56
"October 15, 2027",,,100.00,,100.00,,75.36,,59.17,,47.70,,29.37
"November 15, 2027",,,100.00,,94.70,,70.16,,54.05,,42.65,,24.43
"December 15, 2027",,,100.00,,89.42,,65.06,,49.08,,37.77,,19.73
"January 15, 2028",,,100.00,,84.16,,60.06,,44.26,,33.09,,15.27
"February 15, 2028",,,100.00,,79.37,,55.48,,39.82,,28.76,,11.11
"March 15, 2028",,,95.91,,74.60,,50.99,,35.52,,24.59,,7.17
"April 15, 2028",,,90.87,,69.86,,46.59,,31.35,,20.60,,3.45
"May 15, 2028",,,85.79,,65.14,,42.28,,27.32,,16.77,,0.00
"June 15, 2028",,,80.68,,60.45,,38.07,,23.43,,13.11,,0.00
"July 15, 2028",,,75.53,,55.78,,33.95,,19.68,,9.63,,0.00
"August 15, 2028",,,70.35,,51.14,,29.92,,16.07,,6.31,,0.00
"September 15, 2028",,,65.13,,46.53,,26.00,,12.61,,3.18,,0.00
"October 15, 2028",,,59.87,,41.94,,22.16,,9.28,,0.22,,0.00
"November 15, 2028",,,54.58,,37.37,,18.43,,6.10,,0.00,,0.00
"December 15, 2028",,,49.26,,32.84,,14.80,,3.07,,0.00,,0.00
"January 15, 2029",,,44.35,,28.69,,11.50,,0.35,,0.00,,0.00
"February 15, 2029",,,39.41,,24.56,,8.30,,0.00,,0.00,,0.00
"March 15, 2029",,,35.36,,21.16,,5.62,,0.00,,0.00,,0.00
"April 15, 2029",,,31.29,,17.78,,3.01,,0.00,,0.00,,0.00
"May 15, 2029",,,27.19,,14.42,,0.47,,0.00,,0.00,,0.00
"June 15, 2029",,,23.06,,11.08,,0.00,,0.00,,0.00,,0.00
"July 15, 2029",,,18.89,,7.76,,0.00,,0.00,,0.00,,0.00
"August 15, 2029",,,14.70,,4.46,,0.00,,0.00,,0.00,,0.00
"September 15, 2029",,,10.48,,1.18,,0.00,,0.00,,0.00,,0.00
"October 15, 2029",,,6.24,,0.00,,0.00,,0.00,,0.00,,0.00
"November 15, 2029",,,1.96,,0.00,,0.00,,0.00,,0.00,,0.00
"December 15, 2029",,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
,,,,,,,,,,,,,
Weighted Average Life to Call (Years)(2),,,3.44,,3.14,,2.74,,2.46,,2.27,,1.98
Weighted Average Life to Maturity (Years)(2),,,3.44,,3.14,,2.74,,2.46,,2.27,,1.98
,,,,,,,,,,,,,
