0,1,2,3,4
Aggregate Starting Principal Balance,,$,1084440413.63,
Weighted  Average Contract Rate(1),,,5.74,%
Range of Contract Rates,,,0.00%  to 19.49%,
Weighted  Average Remaining Term to Maturity(1),,,61.41  months,
Weighted  Average Original Term to Maturity(1),,,68.97  months,
Latest Scheduled Maturity Date,,,"October 27,  2032",
