0,1,2,3,4,5
Class,,Selling Concession,,Reallowance Discount,
A-1,,●%,,●%,
A-2a,,●%,,●%,
A-2b,,●%,,●%,
A-3,,●%,,●%,
A-4,,●%,,●%,
