0,1,2,3,4,5,6,7,8,9,10
Notes,Initial Note Balance,,Interest Rate,,Accrual Method,,Anticipated Redemption Date,,Final  Maturity Date,
Class A notes,"$512,329,000",,5.00%,,30/360,,"June 20, 2029",,"June 21, 2032",
Class B notes,"$39,169,000",,5.25%,,30/360,,"June 20, 2029",,"June 21, 2032",
Class C notes,"$23,502,000",,5.49%,,30/360,,"June 20, 2029",,"June 21, 2032",
