0,1,2,3
Class of Certificates,Low Estimate of  Discount Yield,Base Case Discount  Yield,High Estimate of  Discount Yield
Class A-1,4.5744%,4.8368%,5.2354%
Class A-2,4.6923%,4.9690%,5.3756%
Class A-3,4.7167%,4.9959%,5.4022%
Class A-S,4.9789%,5.3094%,5.7656%
Class B,5.1289%,5.5094%,6.0156%
Class C,5.6289%,6.0594%,6.6156%
Class D,8.2289%,8.7094%,9.3156%
