0,1,2,3,4
,,,,
Underwriter,,Principal  Amount of Class A-2 Notes(1),,Principal  Amount of Class A-3 Notes(1)
"Wells Fargo Securities, LLC",,$,,$
"RBC Capital Markets, LLC",,$,,$
Santander US Capital Markets LLC,,$,,$
"Cabrera Capital Markets, LLC",,$,,$
"R. Seelaus & Co., LLC",,$,,$
,,,,
Total,,"$352,090,000(2)",,"$265,980,000(2)"
,,,,
