0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
,,Class A-1  Notes,Class A-1  Notes,Class A-1  Notes,Class A-1  Notes,Class A-1  Notes,Class A-1  Notes,Class A-1  Notes,Class A-1  Notes,Class A-1  Notes,Class A-1  Notes,Class A-1  Notes,Class A-1  Notes,Class A-1  Notes,Class A-1  Notes,Class A-1  Notes,Class A-1  Notes,Class A-1  Notes,Class A-1  Notes,Class A-1  Notes,Class A-1  Notes,Class A-1  Notes,Class A-1  Notes,
Payment Date,,0.00%,0.00%,,,0.50%,0.50%,,,1.00%,1.00%,,,1.30%,1.30%,,,1.50%,1.50%,,,2.00%,2.00%,
Closing Date,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
December 2025,,,84.22,%,,,79.40,%,,,74.07,%,,,70.60,%,,,68.16,%,,,61.53,%
January 2026,,,76.82,%,,,69.45,%,,,61.32,%,,,56.03,%,,,52.30,%,,,42.19,%
February 2026,,,69.36,%,,,59.54,%,,,48.71,%,,,41.66,%,,,36.69,%,,,23.22,%
March 2026,,,61.86,%,,,49.67,%,,,36.24,%,,,27.49,%,,,21.33,%,,,4.63,%
April 2026,,,54.30,%,,,39.85,%,,,23.91,%,,,13.53,%,,,6.22,%,,,0.00,%
May 2026,,,46.69,%,,,30.06,%,,,11.72,%,,,0.00,%,,,0.00,%,,,0.00,%
June 2026,,,39.04,%,,,20.31,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
July 2026,,,31.33,%,,,10.59,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
August 2026,,,23.56,%,,,0.92,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
September 2026,,,15.75,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
October 2026,,,7.89,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
November 2026,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
,,,,,,,,,,,,,,,,,,,,,,,,
Weighted  Average Life to Call (years)(1),,,0.52,,,,0.39,,,,0.30,,,,0.27,,,,0.25,,,,0.20,
Weighted  Average Life to Maturity (years)(2),,,0.52,,,,0.39,,,,0.30,,,,0.27,,,,0.25,,,,0.20,
