0,1,2,3,4,5
,,Note A-4-8,Non-Control,"$5,000,000",BMO 2025-C13
,,Note A-5-1-1,Non-Control,"$24,500,000",BANK 2025-BNK50
,,Note A-5-1-2,Non-Control,"$20,833,333",MSBAM 2025-C35
The Willard & The Met,Non-Serviced,Note A-1,Control,"$40,000,000",BMO 2025-C13
The Willard & The Met,Non-Serviced,Note A-2,Non-Control,"$20,000,000",WFCM 2025-C65
The Willard & The Met,Non-Serviced,Note A-3,Non-Control,"$5,000,000",WFCM 2025-C65
The Willard & The Met,Non-Serviced,Note A-4,Non-Control,"$1,500,000",BMO 2025-C13
32 Old Slip – Leased Fee,Non-Serviced,Note A-1,Control,"$40,000,000",BMO 2025-C12
32 Old Slip – Leased Fee,Non-Serviced,Note A-2-1,Non-Control,"$21,000,000",Benchmark 2025-B41
32 Old Slip – Leased Fee,Non-Serviced,Note A-2-2,Non-Control,"$10,000,000",WFCM 2025-C65
32 Old Slip – Leased Fee,Non-Serviced,Note A-3,Non-Control,"$24,000,000",BMO 2025-C12
32 Old Slip – Leased Fee,Non-Serviced,Note A-4,Non-Control,"$25,000,000",BBCMS 2025-C35
32 Old Slip – Leased Fee,Non-Serviced,Note A-5,Non-Control,"$11,000,000",BBCMS 2025-C35
32 Old Slip – Leased Fee,Non-Serviced,Note A-6,Non-Control,"$26,000,000",MSBAM 2025-C35
32 Old Slip – Leased Fee,Non-Serviced,Note A-7,Non-Control,"$10,000,000",MSBAM 2025-C35
