0,1,2,3,4
Closing Date,"$91,492,426.25",,March 2028,"$10,330,746.57"
October 2024,88352721.86,,April 2028,9504285.13
November 2024,85273053.19,,May 2028,8718511.40
December 2024,82253896.08,,June 2028,7973009.03
January 2025,79295336.86,,July 2028,7267279.83
February 2025,76397487.53,,August 2028,6600734.48
March 2025,73560445.39,,September 2028,5972774.66
April 2025,70784358.78,,October 2028,5382727.45
May 2025,68069408.24,,November 2028,4829888.03
June 2025,65415776.01,,December 2028,4313622.68
July 2025,62823671.47,,January 2029,3833315.18
August 2025,60293111.77,,February 2029,3388264.99
September 2025,57824081.70,,March 2029,2977447.55
October 2025,55416574.12,,April 2029,2599849.66
November 2025,53070568.32,,May 2029,2254473.97
December 2025,50786032.53,,June 2029,1940135.49
January 2026,48562939.24,,July 2029,1655603.04
February 2026,46401240.67,,August 2029,1399448.22
March 2026,44300775.56,,September 2029,1170169.97
April 2026,42261345.89,,October 2029,966274.67
May 2026,40282395.82,,November 2029,785651.06
June 2026,38363235.97,,December 2029,627966.48
July 2026,36503037.65,,January 2030,492970.18
August 2026,34700836.43,,February 2030,380347.06
September 2026,32955477.26,,March 2030,289163.51
October 2026,31266005.24,,April 2030,217987.08
November 2026,29631837.81,,May 2030,164297.09
December 2026,28052315.76,,June 2030,124913.06
January 2027,26527091.09,,July 2030,96679.15
February 2027,25055257.29,,August 2030,76509.42
March 2027,23635797.68,,September 2030,61638.38
April 2027,22267449.86,,October 2030,50054.92
May 2027,20949511.79,,November 2030,39778.78
June 2027,19681141.15,,December 2030,30807.08
July 2027,18461612.50,,January 2031,23106.45
August 2027,17290135.33,,February 2031,16636.85
September 2027,16165783.63,,March 2031,11360.67
October 2027,15087013.32,,April 2031,7234.93
November 2027,14051091.28,,May 2031,4189.94
December 2027,13057869.58,,June 2031,2106.04
January 2028,12107032.90,,July 2031,869.22
February 2028,11198142.90,,August 2031,240.69
