0,1,2,3,4
,,,,
Underwriters of the Class A Certificates,,Aggregate Principal Amount of Class A Certificates,Aggregate Principal Amount of Class A Certificates,
"RBC Capital Markets, LLC",,$,[,•]
"BofA Securities, Inc.",,,[,•]
Citigroup Global Markets Inc.,,,[,•]
"Wells Fargo Securities, LLC",,,[,•]
[•],,,[,•]
[•],,,[,•]
[•],,,[,•]
[•],,,[,•]
[•],,,[,•]
[•],,,[,•]
Total,,$,250000000,
,,,,
