0,1,2,3
,Non-Serviced  Mortgage Loan(1),Primary  Servicing Fee Rate(2),Special  Servicing Fee Rate
,International Plaza,0.000044% per annum,0.25%
,1010 Pacific Street,0.00125% per annum,0.25%(2)
,Terra Apartments,0.00250% per annum,0.25%(3)
