0,1,2,3,4,5
Freeway Business Park Whole Loan Summary,Freeway Business Park Whole Loan Summary,Freeway Business Park Whole Loan Summary,Freeway Business Park Whole Loan Summary,Freeway Business Park Whole Loan Summary,Freeway Business Park Whole Loan Summary
Note,Original  Balance,Cut-off  Date Balance,,Note Holder,Controlling  Piece
A-1,"$65,000,000","$65,000,000",,BANK5 2026-5YR21,Yes
A-2,"$30,000,000","$30,000,000",,BANK5 2026-5YR22,No
Total,"$95,000,000","$95,000,000",,,
