0,1,2,3,4
,,,,
Pool Balance,,$,826876936.50,
Number of Receivables,,,42299,
New motor vehicles at origination(1),,,0.01,%
Used motor vehicles at origination(1),,,99.99,%
Average principal balance,,$,19548.38,
Weighted average contract rate,,,15.96,%
Weighted average remaining term,,,59.86 months,
Weighted average original term,,,68.93 months,
Original term greater than 72 months(1),,,5.00,%
Weighted average FICO® score(2),,,608.4,
