0,1,2,3,4,5,6,7
Class A-1 Notes,,,,,,$,464800000.0
Class A-2-A Notes,,,},,,$,752800000.0
Class A-2-B Notes,,,},,,$,752800000.0
Class A-3 Notes,,,,,,$,752800000.0
Class A-4 Notes,,,,,,$,109000000.0
Class B Notes,,,,,,$,40380000.0
Class C Notes,,,,,,$,67290000.0
Yield Supplement Overcollateralization Amount,,,,,,$,165331190.55
Overcollateralization(2),,,,,,$,56085168.07
Total,,,,,,$,2408486358.62
