0,1,2,3,4,5
State(5),,,Percentage of  Total Principal  Balance,Percentage of  Total Principal  Balance,
California,,,,12.50,%
Texas,,,,12.40,%
Florida,,,,11.32,%
Illinois,,,,5.17,%
