0,1,2,3,4,5,6,7,8,9,10,11,12
Payment Date,,0.50%,,1.00%,,1.30%,,1.50%,,1.70%,,2.00%
Closing Date,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"March 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"April 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"May 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"June 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"July 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,94.30%
"August 21, 2025",,100.00%,,100.00%,,100.00%,,98.07%,,91.75%,,81.61%
"September 21, 2025",,100.00%,,100.00%,,93.65%,,87.34%,,80.44%,,69.29%
"October 21, 2025",,100.00%,,93.21%,,83.72%,,76.86%,,69.48%,,57.34%
"November 21, 2025",,99.55%,,84.21%,,73.99%,,66.66%,,58.81%,,45.77%
"December 21, 2025",,91.94%,,75.53%,,64.61%,,56.79%,,48.43%,,34.58%
"January 21, 2026",,84.38%,,66.98%,,55.42%,,47.15%,,38.34%,,23.78%
"February 21, 2026",,76.87%,,58.56%,,46.43%,,37.76%,,28.53%,,13.35%
"March 21, 2026",,69.40%,,50.28%,,37.64%,,28.61%,,19.02%,,3.31%
"April 21, 2026",,61.99%,,42.14%,,29.03%,,19.70%,,9.80%,,0.00%
"May 21, 2026",,54.62%,,34.13%,,20.63%,,11.03%,,0.88%,,0.00%
"June 21, 2026",,47.30%,,26.26%,,12.43%,,2.61%,,0.00%,,0.00%
"July 21, 2026",,40.03%,,18.53%,,4.42%,,0.00%,,0.00%,,0.00%
"August 21, 2026",,32.81%,,10.94%,,0.00%,,0.00%,,0.00%,,0.00%
"September 21, 2026",,26.21%,,3.93%,,0.00%,,0.00%,,0.00%,,0.00%
"October 21, 2026",,19.64%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"November 21, 2026",,13.12%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"December 21, 2026",,6.65%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"January 21, 2027",,0.22%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"February 21, 2027",,0.00%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
,,,,,,,,,,,,
Weighted Average Life To Maturity (years)(1)(2),,1.38,,1.17,,1.05,,0.97,,0.90,,0.80
Weighted Average Life To Call (years)(1)(3),,1.38,,1.17,,1.05,,0.97,,0.90,,0.80
