0,1,2,3,4,5,6
Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses,Sources and Uses
Sources,Proceeds,% of Total,,Uses,Proceeds,% of Total
Mortgage Loan Amount:,"$60,000,000",91.1%,,Loan Payoff:,"$60,961,859",92.5%
Borrower Sponsor Equity:,"$5,897,132",8.9%,,Closing Costs:,"$411,930",0.6%
,,,,Reserves:,"$4,523,343",6.9%
Total Sources:,"$65,897,132",100.0%,,Total Uses:,"$65,897,132",100.0%
