0,1,2,3
Class of Horizontal  Risk Retention Certificates,Expected Initial  Certificate Balance,Estimated Fair Value  (in $) and Estimated Range of Fair Value (in %) of the Horizontal Risk Retention Certificates(1),Expected Purchase  Price(2)
Class G-RR,"$11,449,000","$7,371,776 / 0.85% - 0.87%",64.3879%
Class H-RR,"$39,550,742","$16,065,687 / 1.85% - 1.91%",40.6204%
