0,1,2,3,4,5
Whole  Loan Name,Transaction/  Pooling Agreement,%  of Initial Pool Balance,Master  Servicer,Special  Servicer,Trustee
CityCenter  (Aria & Vdara),BX  2025-ARIA,9.8%,Trimont  LLC,Trimont  LLC,"Computershare  Trust Company, National Association"
Empire  Mall,WFCM  2025-5C7,2.6%,"Midland  Loan Services, a Division of PNC Bank, National Association",CWCapital  Asset Management LLC,"Computershare  Trust Company, National Association"
Northshore  Mall,Benchmark  2026-V20,1.3%,"Midland  Loan Services, a Division of PNC Bank, National Association","Rialto  Capital Advisors, LLC","Computershare  Trust Company, National Association"
