0,1,2
,,
Class,,Interest Rate
Class A-1 Notes,,3.838% - 4.088%
Class A-2a Notes,,4.20% - 4.45%
Class A-2b Notes,,SOFR Rate plus 0.54% - SOFR Rate plus 0.79%
Class A-3 Notes,,4.35% - 4.60%
Class A-4 Notes,,4.49% - 4.74%
Class B Notes,,4.59% - 4.94%
Class C Notes,,4.82% - 5.17%
Class D Notes,,5.21% - 5.56%
