0,1,2,3,4,5,6,7,8,9,10,11,12
,,Gross Charge-off Current Period,Gross Charge-off Current Period,,,Recoveries,,Net Charge-off,,Cumulative Net  Charge-off,Cumulative Net  Charge-off,
24-Oct,,$,327812.58,,,"($22,066.64)",,"$305,745.94",,,0.02,%
24-Nov,,$,323635.61,,,"($146,649.03)",,"$176,986.58",,,0.03,%
24-Dec,,$,1199535.87,,,"($115,249.97)",,"$1,084,285.90",,,0.08,%
25-Jan,,$,1739563.80,,,"($292,096.67)",,"$1,447,467.13",,,0.16,%
25-Feb,,$,1564328.52,,,"($569,625.40)",,"$994,703.12",,,0.22,%
25-Mar,,$,1536157.08,,,"($626,097.52)",,"$910,059.56",,,0.26,%
25-Apr,,$,1583504.93,,,"($812,507.64)",,"$770,997.29",,,0.31,%
25-May,,$,1628924.79,,,"($715,338.72)",,"$913,586.07",,,0.36,%
25-Jun,,$,1865646.81,,,"($676,176.78)",,"$1,189,470.03",,,0.42,%
25-Jul,,$,1645821.95,,,"($760,956.52)",,"$884,865.43",,,0.47,%
25-Aug,,$,1997091.49,,,"($818,970.42)",,"$1,178,121.07",,,0.53,%
25-Sep,,$,1349746.26,,,"($940,611.65)",,"$409,134.61",,,0.55,%
25-Oct,,$,1294290.80,,,"($529,911.48)",,"$764,379.32",,,0.59,%
25-Nov,,$,1360537.83,,,"($679,256.09)",,"$681,281.74",,,0.63,%
25-Dec,,$,1715797.85,,,"($622,988.38)",,"$1,092,809.47",,,0.69,%
26-Jan,,$,1415898.36,,,"($653,922.66)",,"$761,975.70",,,0.73,%
26-Feb,,$,1358859.80,,,"($601,103.28)",,"$757,756.52",,,0.77,%
26-Mar,,$,913611.13,,,"($741,129.60)",,"$172,481.53",,,0.78,%
