0,1,2,3,4
,,Percentage of  Initial Pool Balance,,Percentage of  Adjusted Pool Balance
Class A notes,,87.53%,,95.00%
Class B notes,,2.76,,3.00
Class C notes,,1.84,,2.00
Total,,92.13%,,100.00%
