0,1,2,3,4
,,,,
Pool Balance,,$,1005029265.43,
Number of Receivables,,,48687,
New motor vehicles at origination(1),,,0.00,%(3)
Used motor vehicles at origination(1),,,100.00,%
Average principal balance,,$,20642.66,
Weighted average contract rate,,,9.40,%
Weighted average remaining term,,,61.84 months,
Weighted average original term,,,66.22 months,
Weighted average FICO® score(2),,,758.9,
