0,1,2,3,4,5,6,7,8,9
Class(1),,,Initial  Principal Amount(2),Initial  Principal Amount(2),,,Interest Rate,,Final Scheduled Maturity Date
A-1,,,$,319060000,,,·%,,"February 16, 2027"
A-2-A,},,$,561260000,,,·%  SOFR Rate +·%(3),,"February 15, 2029"
A-2-B,},,$,561260000,,,·%  SOFR Rate +·%(3),,"February 15, 2029"
A-3,,,$,561260000,,,·%,,"February 18, 2031"
A-4,,,$,75010000,,,·%,,"December 15, 2032"
B,,,$,29440000,,,·%,,"December 15, 2032"
C,,,$,49080000,,,·%,,"June 15, 2033"
