0,1,2,3,4,5,6,7,8,9,10,11,12,13
,,,Class A-2b Notes,Class A-2b Notes,Class A-2b Notes,Class A-2b Notes,Class A-2b Notes,Class A-2b Notes,Class A-2b Notes,Class A-2b Notes,Class A-2b Notes,Class A-2b Notes,Class A-2b Notes
Payment Date,,,0.00%,,0.50%,,1.00%,,1.30%,,1.50%,,1.80%
Closing Date,,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"November 15, 2024",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"December 15, 2024",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"January 15, 2025",,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"February 15, 2025",,,100.00,,100.00,,100.00,,100.00,,100.00,,97.97
"March 15, 2025",,,100.00,,100.00,,100.00,,100.00,,95.66,,88.46
"April 15, 2025",,,100.00,,100.00,,99.13,,92.26,,87.23,,79.16
"May 15, 2025",,,100.00,,100.00,,92.17,,84.54,,79.01,,70.07
"June 15, 2025",,,100.00,,97.80,,85.30,,76.96,,70.97,,61.20
"July 15, 2025",,,100.00,,92.25,,78.68,,69.62,,63.13,,52.55
"August 15, 2025",,,99.67,,86.73,,72.14,,62.42,,55.45,,44.11
"September 15, 2025",,,95.02,,81.23,,65.69,,55.35,,47.94,,35.90
"October 15, 2025",,,90.34,,75.75,,59.33,,48.41,,40.59,,27.90
"November 15, 2025",,,85.62,,70.30,,53.06,,41.60,,33.40,,20.13
"December 15, 2025",,,80.87,,64.86,,46.87,,34.92,,26.39,,12.58
"January 15, 2026",,,76.09,,59.45,,40.77,,28.38,,19.54,,5.26
"February 15, 2026",,,71.27,,54.07,,34.77,,21.98,,12.86,,0.00
"March 15, 2026",,,66.42,,48.70,,28.85,,15.71,,6.36,,0.00
"April 15, 2026",,,61.59,,43.41,,23.06,,9.61,,0.04,,0.00
"May 15, 2026",,,56.72,,38.14,,17.37,,3.64,,0.00,,0.00
"June 15, 2026",,,52.00,,33.06,,11.88,,0.00,,0.00,,0.00
"July 15, 2026",,,47.24,,27.99,,6.48,,0.00,,0.00,,0.00
"August 15, 2026",,,42.45,,22.95,,1.17,,0.00,,0.00,,0.00
"September 15, 2026",,,37.63,,17.93,,0.00,,0.00,,0.00,,0.00
"October 15, 2026",,,32.77,,12.93,,0.00,,0.00,,0.00,,0.00
"November 15, 2026",,,27.88,,7.96,,0.00,,0.00,,0.00,,0.00
"December 15, 2026",,,22.95,,3.01,,0.00,,0.00,,0.00,,0.00
"January 15, 2027",,,17.98,,0.00,,0.00,,0.00,,0.00,,0.00
"February 15, 2027",,,12.99,,0.00,,0.00,,0.00,,0.00,,0.00
"March 15, 2027",,,7.95,,0.00,,0.00,,0.00,,0.00,,0.00
"April 15, 2027",,,2.88,,0.00,,0.00,,0.00,,0.00,,0.00
"May 15, 2027",,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
,,,,,,,,,,,,,
Weighted Average Life to Call (Years)(2),,,1.73,,1.44,,1.18,,1.03,,0.94,,0.82
Weighted Average Life to Maturity (Years)(2),,,1.73,,1.44,,1.18,,1.03,,0.94,,0.82
,,,,,,,,,,,,,
,,,,,,,,,,,,,
