0,1,2,3,4,5,6,7,8,9,10,11,12,13
,,,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes,Class A-1 Notes
Payment Date,,,0.00%,,0.50%,,1.00%,,1.30%,,1.50%,,1.80%
Closing Date,,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"February 15, 2026",,,79.57,,74.24,,68.22,,64.19,,61.24,,55.66
"March 15, 2026",,,71.38,,63.53,,54.67,,48.74,,44.42,,36.91
"April 15, 2026",,,63.13,,52.86,,41.28,,33.54,,27.91,,18.52
"May 15, 2026",,,54.83,,42.24,,28.05,,18.57,,11.71,,0.50
"June 15, 2026",,,46.48,,31.66,,14.97,,3.85,,0.00,,0.00
"July 15, 2026",,,38.07,,21.13,,2.06,,0.00,,0.00,,0.00
"August 15, 2026",,,29.60,,10.63,,0.00,,0.00,,0.00,,0.00
"September 15, 2026",,,21.08,,0.19,,0.00,,0.00,,0.00,,0.00
"October 15, 2026",,,12.66,,0.00,,0.00,,0.00,,0.00,,0.00
"November 15, 2026",,,4.20,,0.00,,0.00,,0.00,,0.00,,0.00
"December 15, 2026",,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00
,,,,,,,,,,,,,
Weighted Average Life to Call (Years)(2),,,0.42,,0.31,,0.24,,0.21,,0.19,,0.16
Weighted Average Life to Maturity (Years)(2),,,0.42,,0.31,,0.24,,0.21,,0.19,,0.16
