0,1,2,3,4,5
Whole Loan Name,Transaction/  Pooling Agreement,% of Initial  Pool Balance,Master Servicer,Special Servicer,Trustee
The Towers at Cupertino City Center,BANK5 2026-5YR22,4.6%,Trimont LLC,KeyBank National Association,Deutsche Bank National Trust Company
535 & 545 5th Avenue,Benchmark 2026-V20,3.7%,"Midland Loan Services, a Division of PNC Bank, National Association","Rialto Capital Advisors, LLC","Computershare Trust Company, National Association"
West Memorial Place,BANK5 2026-5YR22,1.8%,Trimont LLC,KeyBank National Association,Deutsche Bank National Trust Company
