0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
,,Class A-2-B Notes,Class A-2-B Notes,Class A-2-B Notes,Class A-2-B Notes,Class A-2-B Notes,Class A-2-B Notes,Class A-2-B Notes,Class A-2-B Notes,Class A-2-B Notes,Class A-2-B Notes,Class A-2-B Notes,Class A-2-B Notes,Class A-2-B Notes,Class A-2-B Notes,Class A-2-B Notes,Class A-2-B Notes,Class A-2-B Notes,Class A-2-B Notes,Class A-2-B Notes,Class A-2-B Notes,Class A-2-B Notes,Class A-2-B Notes,
Payment Date,,0.00%,0.00%,,,0.50%,0.50%,,,1.00%,1.00%,,,1.30%,1.30%,,,1.50%,1.50%,,,2.00%,2.00%,
Closing Date,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
July 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
August 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
September 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
October 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
November 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,92.48,%
December 2026,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,95.25,%,,,81.71,%
January 2027,,,100.00,%,,,100.00,%,,,100.00,%,,,92.02,%,,,86.37,%,,,71.17,%
February 2027,,,100.00,%,,,100.00,%,,,92.80,%,,,83.90,%,,,77.66,%,,,60.87,%
March 2027,,,100.00,%,,,100.00,%,,,85.61,%,,,75.90,%,,,69.10,%,,,50.81,%
April 2027,,,100.00,%,,,94.70,%,,,78.51,%,,,68.04,%,,,60.71,%,,,41.00,%
May 2027,,,100.00,%,,,88.82,%,,,71.51,%,,,60.33,%,,,52.49,%,,,31.44,%
June 2027,,,99.78,%,,,82.97,%,,,64.61,%,,,52.74,%,,,44.44,%,,,22.12,%
July 2027,,,94.86,%,,,77.14,%,,,57.79,%,,,45.30,%,,,36.55,%,,,13.06,%
August 2027,,,89.91,%,,,71.34,%,,,51.07,%,,,37.98,%,,,28.82,%,,,4.23,%
September 2027,,,84.92,%,,,65.56,%,,,44.43,%,,,30.80,%,,,21.26,%,,,0.00,%
October 2027,,,79.89,%,,,59.80,%,,,37.89,%,,,23.75,%,,,13.87,%,,,0.00,%
November 2027,,,74.83,%,,,54.07,%,,,31.44,%,,,16.84,%,,,6.64,%,,,0.00,%
December 2027,,,69.74,%,,,48.37,%,,,25.08,%,,,10.07,%,,,0.00,%,,,0.00,%
January 2028,,,64.60,%,,,42.69,%,,,18.82,%,,,3.43,%,,,0.00,%,,,0.00,%
February 2028,,,59.44,%,,,37.04,%,,,12.65,%,,,0.00,%,,,0.00,%,,,0.00,%
March 2028,,,54.34,%,,,31.50,%,,,6.65,%,,,0.00,%,,,0.00,%,,,0.00,%
April 2028,,,49.23,%,,,26.01,%,,,0.76,%,,,0.00,%,,,0.00,%,,,0.00,%
May 2028,,,44.08,%,,,20.55,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
June 2028,,,38.89,%,,,15.11,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
July 2028,,,33.67,%,,,9.69,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
August 2028,,,28.41,%,,,4.30,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
September 2028,,,23.11,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
October 2028,,,17.78,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
November 2028,,,12.41,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
December 2028,,,7.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
January 2029,,,1.56,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
February 2029,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
,,,,,,,,,,,,,,,,,,,,,,,,
Weighted Average Life to Call (years)(1),,,1.85,,,,1.52,,,,1.23,,,,1.08,,,,0.99,,,,0.80,
Weighted Average Life to Maturity (years)(2),,,1.85,,,,1.52,,,,1.23,,,,1.08,,,,0.99,,,,0.80,
