0,1,2,3
Class of  Certificates,Low Estimate  of  Credit Spread,Base Case  Credit Spread,High Estimate  of  Credit Spread
Class A-1,0.70%,0.85%,1.00%
Class A-SB,0.65%,0.80%,0.95%
Class A-4,0.68%,0.83%,0.98%
Class A-5,0.70%,0.85%,1.00%
Class A-S,0.80%,1.05%,1.30%
Class B,1.20%,1.45%,1.70%
Class C,1.75%,2.00%,2.25%
Class D,4.25%,4.50%,4.75%
