0,1,2,3,4,5,6
,,,,,,
Note Class,,Aggregate Principal Amount(1),Aggregate Principal Amount(1),,,Interest Rate Per Annum
A-1,,$,186000000,,,%
A-2,,$,351800000,,,%
A-3,,$,351800000,,,%
A-4,,$,70170000,,,%
B,,$,18100000,,,%
C,,$,12070000,,,%
D,,$,10060000,,,%
