0,1,2,3,4,5,6
Payment Date,0%,50%,75%,100%,150%,200%
Closing Date,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
November 2024,74.31%,72.08%,70.95%,69.80%,67.45%,65.05%
December 2024,61.58%,58.11%,56.34%,54.55%,50.89%,47.13%
January 2025,48.79%,44.00%,41.56%,39.08%,34.01%,28.80%
February 2025,36.90%,30.67%,27.48%,24.25%,17.63%,10.80%
March 2025,23.48%,15.81%,11.89%,7.89%,0.00%,0.00%
April 2025,9.45%,0.31%,0.00%,0.00%,0.00%,0.00%
May 2025,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
,,,,,,
Weighted Average Life to Maturity (years)(2),0.35,0.32,0.31,0.30,0.27,0.26
Weighted Average Life to Call (years)(2)(3),0.35,0.32,0.31,0.30,0.27,0.26
