0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Payment Date,,0.50%,0.50%,,,1.00%,1.00%,,,1.30%,1.30%,,,1.50%,1.50%,,,1.70%,1.70%,,,2.00%,2.00%,
Closing Date,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%,,,100.00,%
"September 18, 2026",,,79.23,%,,,74.32,%,,,71.02,%,,,68.64,%,,,66.08,%,,,61.63,%
"October 18, 2026",,,68.93,%,,,61.71,%,,,56.87,%,,,53.38,%,,,49.63,%,,,43.17,%
"November 18, 2026",,,58.69,%,,,49.27,%,,,42.96,%,,,38.41,%,,,33.54,%,,,25.19,%
"December 18, 2026",,,48.50,%,,,36.99,%,,,29.28,%,,,23.73,%,,,17.79,%,,,7.87,%
"January 18, 2027",,,38.37,%,,,24.87,%,,,15.84,%,,,9.35,%,,,2.40,%,,,0.00,%
"February 18, 2027",,,28.30,%,,,12.92,%,,,2.63,%,,,0.00,%,,,0.00,%,,,0.00,%
"March 18, 2027",,,18.29,%,,,1.13,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
"April 18, 2027",,,8.33,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
"May 18, 2027",,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%,,,0.00,%
,,,,,,,,,,,,,,,,,,,,,,,,
Weighted Average Life To Maturity (years)(1)(2),,,0.39,,,,0.32,,,,0.28,,,,0.26,,,,0.24,,,,0.21,
Weighted Average Life To Call (years)(1)(3),,,0.39,,,,0.32,,,,0.28,,,,0.26,,,,0.24,,,,0.21,
