0,1,2,3,4,5,6
Portfolio  Summary,Portfolio  Summary,Portfolio  Summary,Portfolio  Summary,Portfolio  Summary,Portfolio  Summary,Portfolio  Summary
Property,Address,"City,  State",SF(1),Allocated  Whole Loan Amount,%  of Allocated Whole Loan Amount,Appraised  Value(2)
The  Arches Property,224-228 East 135th Street,"Bronx, NY",48976,"$66,089,000",41.3%,"$82,900,000"
Paramus  Property,15 East Midland Avenue &  461 From Road,"Paramus, NJ",1050667,"$28,062,000",17.5%,"$35,200,000"
276  Grand Concourse  Property,276 Grand Concourse,"Bronx, NY",27916,"$27,504,000",17.2%,"$34,500,000"
Corporate  Hill IV Property,12800 Corporate Hill Drive,"Des Peres, MO",303613,"$14,828,000",9.3%,"$18,600,000"
The  Illustrator Property,600 and 606 North Avenue,"New Rochelle, NY",37669,"$12,516,000",7.8%,"$14,600,000"
25  Vreeland Property,25A Vreeland Road and 25B  Vreeland Road,"Florham Park, NJ",737601,"$11,001,000",6.9%,"$13,800,000"
Total/Weighted  Average,,,2206442,"$160,000,000",100.0%,"$209,580,000(2)"
