0,1,2,3,4,5,6,7
Mortgage Loan Information,Mortgage Loan Information,Mortgage Loan Information,Mortgage Loan Information,Mortgage Loan Information,,Property Information,Property Information
Mortgage Loan Seller:,Mortgage Loan Seller:,BSPRT,BSPRT,BSPRT,,Single Asset/Portfolio:,Portfolio
,,,,,,Location:,"Various, VA Various"
Original Balance:,Original Balance:,"$18,750,000","$18,750,000","$18,750,000",,General Property Type:,Hospitality
Cut-off Date Balance:,Cut-off Date Balance:,"$18,750,000","$18,750,000","$18,750,000",,Detailed Property Type:,Various
% of Initial Pool Balance:,% of Initial Pool Balance:,3.4%,3.4%,3.4%,,Title Vesting:,Fee
Loan Purpose:,Loan Purpose:,Refinance,Refinance,Refinance,,Year Built/Renovated:,Various/Various
Borrower Sponsor:,Borrower Sponsor:,Neel Dilip Desai,Neel Dilip Desai,Neel Dilip Desai,,Size:,284 Rooms
Guarantor:,Guarantor:,Neel Dilip Desai,Neel Dilip Desai,Neel Dilip Desai,,Cut-off Date Balance Per Room:,"$66,021"
Mortgage Rate:,Mortgage Rate:,7.3500%,7.3500%,7.3500%,,Maturity Date Balance Per Room:,"$66,021"
Note Date:,Note Date:,5/6/2026,5/6/2026,5/6/2026,,Property Manager:,"LTD Management Company, LLC (dba L.T.D Hospitality Group)"
Maturity Date:,Maturity Date:,5/6/2031,5/6/2031,5/6/2031,,,
Term to Maturity:,Term to Maturity:,60 months,60 months,60 months,,Underwriting  and Financial Information,Underwriting  and Financial Information
Amortization Term:,Amortization Term:,0 months,0 months,0 months,,UW NOI:,"$2,890,996"
IO Period:,IO Period:,60 months,60 months,60 months,,UW NCF:,"$2,512,033"
Seasoning:,Seasoning:,1 month,1 month,1 month,,UW NOI Debt Yield:,15.4%
Prepayment Provisions:,Prepayment Provisions:,"L(25),D(30),O(5)","L(25),D(30),O(5)","L(25),D(30),O(5)",,UW NCF Debt Yield:,13.4%
Lockbox/Cash Mgmt Status:,Lockbox/Cash Mgmt Status:,Springing/Springing,Springing/Springing,Springing/Springing,,UW NOI Debt Yield at Maturity:,15.4%
Additional Debt Type:,Additional Debt Type:,NAP,NAP,NAP,,UW NCF DSCR:,1.80x
Additional Debt Balance:,Additional Debt Balance:,NAP,NAP,NAP,,Most Recent NOI:,"$2,921,465 (3/31/2026 TTM)"
Future Debt Permitted (Type):,Future Debt Permitted (Type):,No (NAP),No (NAP),No (NAP),,2nd Most Recent NOI:,"$2,836,514 (12/31/2025)"
,,,,,,3rd Most Recent NOI:,"$2,939,568 (12/31/2024)"
,,,,,,Most Recent Occupancy:,72.9% (3/31/2026)
Reserves,Reserves,Reserves,Reserves,Reserves,,2nd Most Recent Occupancy:,72.3% (12/31/2025)
Type,Initial,Initial,Monthly,Cap,,3rd Most Recent Occupancy:,72.6% (12/31/2024)
RE Taxes:,"$23,888","$23,888","$23,888",NAP,,Appraised Value (as of)(5):,"$36,000,000 (2/1/2027)"
Insurance(1):,$0,$0,Springing,NAP,,Appraised Value Per Room(5):,"$126,761"
Replacement Reserve(2):,$0,$0,"$31,580",NAP,,Cut-off Date LTV Ratio(5):,52.1%
PIP Reserve(3):,"$6,433,928","$6,433,928",Springing,NAP,,Maturity Date LTV Ratio(5):,52.1%
Seasonality Reserve(4):,$0,$0,Springing,NAP,,,
,,,,,,,
,,,,,,,
,,,,,,,
