0,1,2,3,4,5,6,7,8,9,10,11,12
,,Gross Charge-off Current Period,Gross Charge-off Current Period,,,Recoveries,,Net Charge-off,,Cumulative Net  Charge-off,Cumulative Net  Charge-off,
23-Jul,,$,21224.71,,,$0.00,,"$21,224.71",,,0.00,%(2)
23-Aug,,$,234404.68,,,"($6,945.99)",,"$227,458.69",,,0.01,%
23-Sep,,$,926214.73,,,"($74,628.95)",,"$851,585.78",,,0.06,%
23-Oct,,$,1169249.67,,,"($183,326.85)",,"$985,922.82",,,0.11,%
23-Nov,,$,1524426.55,,,"($366,152.66)",,"$1,158,273.89",,,0.17,%
23-Dec,,$,1770505.71,,,"($463,152.05)",,"$1,307,353.66",,,0.24,%
24-Jan,,$,1512044.06,,,"($481,123.27)",,"$1,030,920.79",,,0.30,%
24-Feb,,$,1044916.85,,,"($509,976.13)",,"$534,940.72",,,0.33,%
24-Mar,,$,1618480.02,,,"($526,730.59)",,"$1,091,749.43",,,0.39,%
24-Apr,,$,1335725.76,,,"($626,678.79)",,"$709,046.97",,,0.42,%
24-May,,$,1115429.45,,,"($721,630.54)",,"$393,798.91",,,0.45,%
24-Jun,,$,1474352.15,,,"($703,983.78)",,"$770,368.37",,,0.49,%
24-Jul,,$,1634776.15,,,"($447,092.75)",,"$1,187,683.40",,,0.55,%
24-Aug,,$,1465501.17,,,"($755,068.16)",,"$710,433.01",,,0.59,%
24-Sep,,$,1341689.45,,,"($519,575.35)",,"$822,114.10",,,0.63,%
24-Oct,,$,1582868.30,,,"($768,838.21)",,"$814,030.09",,,0.68,%
24-Nov,,$,1618964.02,,,"($570,117.89)",,"$1,048,846.13",,,0.73,%
24-Dec,,$,1496610.93,,,"($640,086.65)",,"$856,524.28",,,0.78,%
25-Jan,,$,1344941.92,,,"($718,425.06)",,"$626,516.86",,,0.81,%
25-Feb,,$,1356714.38,,,"($876,083.45)",,"$480,630.93",,,0.84,%
25-Mar,,$,883209.99,,,"($1,179,883.33)",,"($296,673.34)",,,0.82,%
25-Apr,,$,980726.94,,,"($693,929.56)",,"$286,797.38",,,0.84,%
25-May,,$,921849.30,,,"($791,707.66)",,"$130,141.64",,,0.84,%
25-Jun,,$,1045797.25,,,"($625,505.65)",,"$420,291.60",,,0.87,%
25-Jul,,$,995089.49,,,"($476,828.19)",,"$518,261.30",,,0.89,%
25-Aug,,$,1090276.86,,,"($586,449.46)",,"$503,827.40",,,0.92,%
25-Sep,,$,1086338.73,,,"($469,555.86)",,"$616,782.87",,,0.95,%
25-Oct,,$,820502.39,,,"($519,295.78)",,"$301,206.61",,,0.97,%
25-Nov,,$,929486.61,,,"($271,368.87)",,"$658,117.74",,,1.01,%
25-Dec,,$,782536.86,,,"($562,101.58)",,"$220,435.28",,,1.02,%
26-Jan,,$,723448.39,,,"($550,774.55)",,"$172,673.84",,,1.03,%
26-Feb,,$,646927.90,,,"($373,554.25)",,"$273,373.65",,,1.04,%
26-Mar,,$,457287.72,,,"($598,392.35)",,"($141,104.63)",,,1.03,%
