0,1,2,3,4
Payment Date,,Yield Supplement  Overcollateralization  Amount,Yield Supplement  Overcollateralization  Amount,
July 2030,,,221357.11,
August 2030,,,139537.09,
September 2030,,,88630.87,
October 2030,,,61247.11,
November 2030,,,45762.22,
December 2030,,,34842.48,
January 2031,,,26768.92,
February 2031,,,20827.20,
March 2031,,,16307.45,
April 2031,,,12735.53,
May 2031,,,9807.02,
June 2031,,,7305.09,
July 2031,,,5178.90,
August 2031,,,3423.03,
September 2031,,,2036.75,
October 2031,,,1018.56,
November 2031,,,359.21,
December 2031,,,44.33,
January 2032,,,0.92,
February 2032 (and thereafter),,,0.00,
