0,1,2,3,4
Class A-1  Asset Backed Notes,,$,82000000,
Class A-2 Asset  Backed Notes,,$,123340000,
Class A-3 Asset  Backed Notes,,$,123340000,
Class B Asset  Backed Notes,,$,66110000,
Class C Asset  Backed Notes,,$,85490000,
Class D Asset  Backed Notes,,$,100310000,
Class E  Asset Backed Notes(2),,$,61550000,
Total,,$,642140000,
