0,1,2,3,4
,,Initial Note  Balance,,Interest Rate
Class A-1a Notes(1),,"$400,950,000",,4.40%(2)
Class A-1b Notes(1),,"$133,650,000",,Compounded SOFR + 0.55%(2)(3)
Class B Notes,,"$40,870,000",,___%(2)(4)
Class C Notes(1),,"$24,530,000",,4.84%(2)
