0,1,2,3,4
,Model,Vehicle  Type,Percentage  of Pool Balance,Percentage  of Pool Balance
,F-150,Light  Truck,37.23,%
,Explorer,Utility,10.99,
,F-250,Light  Truck,7.12,
,F-350,Light  Truck,5.93,
