0,1,2,3,4,5,6,7
Class of Securities,,Range of Fair Values (in millions),Range of Fair Values (in millions),,,Range of Fair Values (as a percentage of the fair values of the Notes and the certificates),
Class A Notes,,$,1156.07,,,88.9% - 89.1,%
Class B Notes,,$,36.32,,,2.8,%
Class C Notes,,$,18.16,,,1.4,%
Fair Value of the Notes,,$,1210.55,,,93.1% - 93.3,%
Certificates,,$,86.30 - $90.17,,,6.7% - 6.9,%
Total,,$,"1,296.85 - $1,300.72",,,100.0,%
Reserve Account,,$,3.03,,,0.2,%
Fair Value of the Certificates and Reserve Account,,$,89.32 - $93.19,,,6.9% - 7.2,%
