0,1,2,3,4,5
Class A-1 Notes,,,$,604800000.0,
Class A-2a Notes,},,$,838500000.0,
Class A-2b Notes,},,$,838500000.0,
Class A-3 Notes,,,$,838500000.0,
Class A-4 Notes,,,$,139253000.0,
Certificates,,,$,62078904.21,
Total,,,$,2483131904.21,
