0,1,2,3,4,5,6,7,8,9,10,11,12
Payment Date,,0.50%,,1.00%,,1.30%,,1.50%,,1.70%,,2.00%
Closing Date,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"March 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"April 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"May 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"June 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"July 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"August 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"September 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"October 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"November 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"December 21, 2025",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"January 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"February 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"March 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,100.00%
"April 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,94.73%
"May 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,100.00%,,86.96%
"June 21, 2026",,100.00%,,100.00%,,100.00%,,100.00%,,93.46%,,79.58%
"July 21, 2026",,100.00%,,100.00%,,100.00%,,95.26%,,86.48%,,72.46%
"August 21, 2026",,100.00%,,100.00%,,97.07%,,88.62%,,79.76%,,65.60%
"September 21, 2026",,100.00%,,100.00%,,91.00%,,82.40%,,73.39%,,58.99%
"October 21, 2026",,100.00%,,97.42%,,85.07%,,76.36%,,67.23%,,52.66%
"November 21, 2026",,100.00%,,91.76%,,79.29%,,70.49%,,61.28%,,46.58%
"December 21, 2026",,100.00%,,86.21%,,73.65%,,64.81%,,55.54%,,40.78%
"January 21, 2027",,100.00%,,80.76%,,68.17%,,59.30%,,50.02%,,35.23%
"February 21, 2027",,94.75%,,75.42%,,62.83%,,53.97%,,44.70%,,29.96%
"March 21, 2027",,89.45%,,70.18%,,57.64%,,48.82%,,39.61%,,24.96%
"April 21, 2027",,84.19%,,65.04%,,52.60%,,43.86%,,34.73%,,20.23%
"May 21, 2027",,78.97%,,60.02%,,47.72%,,39.08%,,30.07%,,15.78%
"June 21, 2027",,73.79%,,55.10%,,42.98%,,34.49%,,25.63%,,11.60%
"July 21, 2027",,68.65%,,50.28%,,38.40%,,30.08%,,21.41%,,7.70%
"August 21, 2027",,63.54%,,45.58%,,33.97%,,25.86%,,17.41%,,4.07%
"September 21, 2027",,59.63%,,41.84%,,30.35%,,22.32%,,13.96%,,0.77%
"October 21, 2027",,55.74%,,38.17%,,26.84%,,18.91%,,10.67%,,0.00%
"November 21, 2027",,51.88%,,34.59%,,23.44%,,15.64%,,7.54%,,0.00%
"December 21, 2027",,48.05%,,31.09%,,20.15%,,12.51%,,4.57%,,0.00%
"January 21, 2028",,44.24%,,27.66%,,16.98%,,9.52%,,1.76%,,0.00%
"February 21, 2028",,40.47%,,24.32%,,13.92%,,6.66%,,0.00%,,0.00%
"March 21, 2028",,36.72%,,21.06%,,10.97%,,3.94%,,0.00%,,0.00%
"April 21, 2028",,33.01%,,17.87%,,8.15%,,1.36%,,0.00%,,0.00%
"May 21, 2028",,29.32%,,14.78%,,5.44%,,0.00%,,0.00%,,0.00%
"June 21, 2028",,25.66%,,11.76%,,2.84%,,0.00%,,0.00%,,0.00%
"July 21, 2028",,22.03%,,8.83%,,0.37%,,0.00%,,0.00%,,0.00%
"August 21, 2028",,18.44%,,5.98%,,0.00%,,0.00%,,0.00%,,0.00%
"September 21, 2028",,15.78%,,3.81%,,0.00%,,0.00%,,0.00%,,0.00%
"October 21, 2028",,13.15%,,1.69%,,0.00%,,0.00%,,0.00%,,0.00%
"November 21, 2028",,10.54%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"December 21, 2028",,7.95%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"January 21, 2029",,5.38%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"February 21, 2029",,2.83%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"March 21, 2029",,0.31%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
"April 21, 2029",,0.00%,,0.00%,,0.00%,,0.00%,,0.00%,,0.00%
,,,,,,,,,,,,
Weighted Average Life To Maturity (years)(1)(2),,2.92,,2.58,,2.35,,2.20,,2.04,,1.82
Weighted Average Life To Call (years)(1)(3),,2.92,,2.57,,2.35,,2.19,,2.04,,1.81
