0,1,2,3,4,5,6
Payment Date,,Yield Supplement Overcollateralization Amount,,Payment Date,,Yield Supplement Overcollateralization Amount
Closing Date,,"$60,796,876.87",,November 2027,,"$8,535,774.49"
February 2025,,56417096.65,,December 2027,,7813006.78
March 2025,,54287578.13,,January 2028,,7130172.73
April 2025,,52198888.57,,February 2028,,6486539.66
May 2025,,50151468.25,,March 2028,,5880584.76
June 2025,,48145399.90,,April 2028,,5311287.76
July 2025,,46180836.32,,May 2028,,4778314.94
August 2025,,44257962.90,,June 2028,,4280955.94
September 2025,,42376876.74,,July 2028,,3818128.57
October 2025,,40537617.76,,August 2028,,3388683.27
November 2025,,38740343.96,,September 2028,,2991219.34
December 2025,,36985102.17,,October 2028,,2623776.84
January 2026,,35272098.60,,November 2028,,2285697.16
February 2026,,33601453.85,,December 2028,,1976442.83
March 2026,,31973328.86,,January 2029,,1695631.26
April 2026,,30387853.61,,February 2029,,1442784.60
May 2026,,28845238.53,,March 2029,,1217310.22
June 2026,,27345638.88,,April 2029,,1018558.50
July 2026,,25889343.11,,May 2029,,845186.31
August 2026,,24476659.12,,June 2029,,695411.35
September 2026,,23107781.23,,July 2029,,567135.32
October 2026,,21782824.85,,August 2029,,457976.79
November 2026,,20501763.33,,September 2029,,364640.29
December 2026,,19264572.77,,October 2029,,283949.04
January 2027,,18071291.37,,November 2029,,214953.15
February 2027,,16922030.61,,December 2029,,156895.34
March 2027,,15816753.27,,January 2030,,109140.88
April 2027,,14755520.19,,February 2030,,71113.42
May 2027,,13738418.03,,March 2030,,42270.19
June 2027,,12765236.94,,April 2030,,21947.75
July 2027,,11835315.62,,May 2030,,9131.51
August 2027,,10948038.36,,June 2030,,2417.94
September 2027,,10102798.57,,July 2030,,0.91
October 2027,,9298854.93,,August 2030,,0.00
,,,,,,
,,,,,,
,,,,,,
