0,1,2,3,4
,,,,
Aggregate Amount Financed,,$,1114879158.52,
Number of Contracts in Pool,,,61802.0,
Average Amount Financed,,$,18039.53,
Weighted Average APR of all Receivables in Pool,,,9.89,%
Weighted Average FICO Score,,,734.76,
Weighted Average Original Term (In Months),,,71.03,
Weighted Average Remaining Term (In Months),,,54.11,
Percentage of Contracts with Original Terms greater than 60 months,,,79.46,%
Percentage of New Vehicles,,,40.34,%
