0,1,2,3
Class A-1,"$7,474,000",Class X-B,"$131,749,000"
Class A-SB,"$9,544,000",Class A-S,"$67,166,000"
Class A-4,"$0 - $230,000,000",Class B,"$36,167,000"
Class A-5,"$235,203,000 -  $465,203,000",Class C,"$28,416,000"
Class X-A,"$482,221,000",,
,,,
