0,1,2,3,4,5
Class A-1 Notes,,,$,533340000.0,
Class A-2a Notes,},,$,733340000.0,
Class A-2b Notes,},,$,733340000.0,
Class A-3 Notes,,,$,733340000.0,
Class A-4 Notes,,,$,105250000.0,
Certificates,,,$,53981775.35,
Total,,,$,2159251775.35,
