0,1,2,3,4,5
State(5),,,Percentage of  Total Principal  Balance,Percentage of  Total Principal  Balance,
Florida,,,,12.03,%
California,,,,11.94,%
Texas,,,,11.40,%
New York,,,,5.71,%
Illinois,,,,5.46,%
