0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
,,Class  A-1,Class  A-1,Class  A-1,Class  A-1,Class  A-1,Class  A-1,Class  A-1,Class  A-1,Class  A-1,Class  A-1,Class  A-1,,Class  A-2a and A-2b,Class  A-2a and A-2b,Class  A-2a and A-2b,Class  A-2a and A-2b,Class  A-2a and A-2b,Class  A-2a and A-2b,Class  A-2a and A-2b,Class  A-2a and A-2b,Class  A-2a and A-2b,Class  A-2a and A-2b,Class  A-2a and A-2b
Payment Date,,0.00%,,0.50%,,1.00%,,1.30%,,1.70%,,2.00%,,0.00%,,0.50%,,1.00%,,1.30%,,1.70%,,2.00%
Closing  Date,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"April  15, 2026",,90.64,,88.03,,85.06,,83.06,,80.02,,77.38,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"May  15, 2026",,81.70,,76.58,,70.76,,66.83,,60.87,,55.69,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"June  15, 2026",,72.75,,65.21,,56.65,,50.86,,42.10,,34.48,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"July  15, 2026",,63.73,,53.88,,42.68,,35.11,,23.66,,13.71,,100.00,,100.00,,100.00,,100.00,,100.00,,100.00
"August  15, 2026",,54.70,,42.62,,28.91,,19.64,,5.61,,0.00,,100.00,,100.00,,100.00,,100.00,,100.00,,96.14
"September  15, 2026",,45.63,,31.42,,15.30,,4.40,,0.00,,0.00,,100.00,,100.00,,100.00,,100.00,,92.92,,84.51
"October  15, 2026",,36.50,,20.27,,1.85,,0.00,,0.00,,0.00,,100.00,,100.00,,100.00,,93.78,,82.74,,73.15
"November  15, 2026",,27.35,,9.18,,0.00,,0.00,,0.00,,0.00,,100.00,,100.00,,93.30,,85.13,,72.79,,62.08
"December  15, 2026",,18.14,,0.00,,0.00,,0.00,,0.00,,0.00,,100.00,,98.91,,85.61,,76.62,,63.05,,51.27
"January  15, 2027",,8.90,,0.00,,0.00,,0.00,,0.00,,0.00,,100.00,,92.48,,78.03,,68.27,,53.54,,40.76
