0,1,2,3,4
Class of  Certificates,Expected  Range of Approximate Initial  Certificate Balance,Expected  Range of Assumed  Final Distribution Date,Expected  Range of Weighted Average Life (Years),Expected  Range of Principal Window
Class A-4,"$0 - $150,000,000",NAP – January 2036,NAP – 9.66,NAP / 11/35 – 01/36
Class A-5,"$225,033,000 - $375,033,000",February 2036 – February 2036,9.73 – 9.77,11/35 – 02/36 / 01/36 – 02/36
