0,1,2,3,4,5,6,7,8,9,10,11,12
,,Gross Charge-off Current Period,Gross Charge-off Current Period,,,Recoveries,,Net Charge-off,,Cumulative Net  Charge-off,Cumulative Net  Charge-off,
25-Jun,,$,268452.98,,,$0.00,,"$268,452.98",,,0.01,%
25-Jul,,$,763143.95,,,"($140,062.38)",,"$623,081.57",,,0.04,%
25-Aug,,$,3064999.14,,,"($260,337.73)",,"$2,804,661.41",,,0.17,%
25-Sep,,$,2910308.06,,,"($901,291.60)",,"$2,009,016.46",,,0.26,%
25-Oct,,$,2848813.00,,,"($1,303,929.41)",,"$1,544,883.59",,,0.33,%
25-Nov,,$,3038326.74,,,"($995,012.89)",,"$2,043,313.85",,,0.42,%
25-Dec,,$,2944247.37,,,"($1,204,754.05)",,"$1,739,493.32",,,0.50,%
26-Jan,,$,2700260.59,,,"($1,195,314.26)",,"$1,504,946.33",,,0.57,%
26-Feb,,$,2618420.81,,,"($1,235,351.10)",,"$1,383,069.71",,,0.64,%
26-Mar,,$,2822433.24,,,"($1,260,642.69)",,"$1,561,790.55",,,0.71,%
